SpeciesID,RegionNumber,UnitCode,RefugeName,SciName,SciWAuthority,ExternalSourceCode,TaxonCode,TaxonCategoryGroup,TaxonCategoryName,TaxonKingdom,TaxonPhylum,TaxonClass,TaxonSubClass,TaxonInfraclass,TaxonOrder,TaxonSubOrder,TaxonFamily,TaxonRank,TaxonGenus,RefugeCommonNames,Synonyms,Occurrence,OccurrenceTags,OccurrenceNote,Seasonality,Origin,OriginTags,OriginNote,Abundance,AbundanceNote,SpringAbundance,SpringAbundanceNote,SummerAbundance,SummerAbundanceNote,FallAbundance,FallAbundanceNote,WinterAbundance,WinterAbundanceNote,Management,RecordStatus,RefugeAcceptedStatus,Sensitive,SensitivityNote,ExternalLinks,SpeciesNote,RefugeTags,SSOC_StatusLookup,CreatedBy,CreatedDate,LastModifiedBy,LastModifiedDate
211659,7,FF07RKNA00,Kenai National Wildlife Refuge,Vaccinium cespitosum,Vaccinium cespitosum Michx.,23587,127719,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Ericales,,Ericaceae,Species,Vaccinium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11451,,,,jake_danner@fws.gov,5/11/2020 5:53:17 PM,jake_danner@fws.gov,5/11/2020 5:53:17 PM
211653,7,FF07RKNA00,Kenai National Wildlife Refuge,Triglochin palustris,Triglochin palustris L.,897356,784441,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Alismatales,,Juncaginaceae,Species,Triglochin,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/UAM:Herb:25616,,,,jake_danner@fws.gov,5/11/2020 5:23:24 PM,jake_danner@fws.gov,5/11/2020 5:23:24 PM
211654,7,FF07RKNA00,Kenai National Wildlife Refuge,Neottia cordata,Neottia cordata (L.) Rich.,894826,785165,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asparagales,,Orchidaceae,Species,Neottia,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWRObs:Herb:105,,,,jake_danner@fws.gov,5/11/2020 5:26:33 PM,jake_danner@fws.gov,5/11/2020 5:26:33 PM
211665,7,FF07RKNA00,Kenai National Wildlife Refuge,Arctagrostis arundinacea,Arctagrostis arundinacea (Trin.) Beal,185279,90771,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Species,Arctagrostis,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11384,,,,jake_danner@fws.gov,5/12/2020 11:15:51 AM,jake_danner@fws.gov,5/12/2020 11:15:51 AM
211662,7,FF07RKNA00,Kenai National Wildlife Refuge,Salix arctica,Salix arctica Liebm.,22477,119676,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Malpighiales,,Salicaceae,Species,Salix,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11213,,,,jake_danner@fws.gov,5/12/2020 10:56:55 AM,jake_danner@fws.gov,5/12/2020 10:56:55 AM
211663,7,FF07RKNA00,Kenai National Wildlife Refuge,Viola langsdorffii,Viola langsdorffii Fisch. ex Ging.,22099,126924,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Malpighiales,,Violaceae,Species,Viola,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,https://www.inaturalist.org/observations/13564250,,,,jake_danner@fws.gov,5/12/2020 11:01:34 AM,jake_danner@fws.gov,5/12/2020 11:01:34 AM
211664,7,FF07RKNA00,Kenai National Wildlife Refuge,Schoenoplectus acutus,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve,507785,166989,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Cyperaceae,Species,Schoenoplectus,,,Present,,,,,,,,,,,,,,,,,,Draft,Undecided,No,,https://www.inaturalist.org/observations/15021721,,,,jake_danner@fws.gov,5/12/2020 11:08:00 AM,jake_danner@fws.gov,5/12/2020 11:08:00 AM
211693,7,FF07RKNA00,Kenai National Wildlife Refuge,Brachythecium frigidum,Brachythecium frigidum (C. Müll.) Besch.,547580,249672,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Brachytheciaceae,Species,Brachythecium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11745,,,,jake_danner@fws.gov,5/19/2020 4:37:44 PM,jake_danner@fws.gov,5/19/2020 4:37:44 PM
211667,7,FF07RKNA00,Kenai National Wildlife Refuge,Potentilla anserina,Potentilla anserina L.,24687,126314,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Rosales,,Rosaceae,Species,Potentilla,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/UAM:Herb:28489,,,,jake_danner@fws.gov,5/12/2020 11:36:47 AM,jake_danner@fws.gov,5/12/2020 11:36:47 AM
211699,7,FF07RKNA00,Kenai National Wildlife Refuge,Calliergonella cuspidata,Calliergonella cuspidata (Hedw.) Loeske,16183,71339,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Amblystegiaceae,Species,Calliergonella,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11736,,,,jake_danner@fws.gov,5/19/2020 5:40:44 PM,jake_danner@fws.gov,5/19/2020 5:40:44 PM
211691,7,FF07RKNA00,Kenai National Wildlife Refuge,Brachythecium acutum,Brachythecium acutum (Mitt.) Sull.,547573,249657,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Brachytheciaceae,Species,Brachythecium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11972,,,,jake_danner@fws.gov,5/19/2020 4:32:20 PM,jake_danner@fws.gov,5/19/2020 4:32:20 PM
211692,7,FF07RKNA00,Kenai National Wildlife Refuge,Brachythecium erythrorrhizon,Brachythecium erythrorrhizon Schimp. in B.S.G.,16243,63746,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Brachytheciaceae,Species,Brachythecium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11863,,,,jake_danner@fws.gov,5/19/2020 4:33:56 PM,jake_danner@fws.gov,5/19/2020 4:33:56 PM
211707,7,FF07RKNA00,Kenai National Wildlife Refuge,Cephalozia bicuspidata,Cephalozia bicuspidata (L.) Dumort.,14426,51540,Plants,Non-vascular Plant,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,Cephaloziaceae,Species,Cephalozia,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12178,,,,jake_danner@fws.gov,5/20/2020 10:36:40 AM,jake_danner@fws.gov,5/20/2020 10:36:40 AM
211708,7,FF07RKNA00,Kenai National Wildlife Refuge,Cephaloziella divaricata,Cephaloziella divaricata (Sm.) Schiffn.,14498,46822,Plants,Non-vascular Plant,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,Cephaloziellaceae,Species,Cephaloziella,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11578,,,,jake_danner@fws.gov,5/20/2020 10:39:52 AM,jake_danner@fws.gov,5/20/2020 10:39:52 AM
211702,7,FF07RKNA00,Kenai National Wildlife Refuge,Calypogeia sphagnicola,Calypogeia sphagnicola (Arnell & J. Perss.) Warnst. & Loeske,752082,683340,Plants,Non-vascular Plant,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,Calypogeiaceae,Species,Calypogeia,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11653,,,,jake_danner@fws.gov,5/19/2020 5:47:01 PM,jake_danner@fws.gov,5/19/2020 5:47:01 PM
211745,7,FF07RKNA00,Kenai National Wildlife Refuge,Dicranum leioneuron,Dicranum leioneuron Kindb.,547724,251505,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Dicranum,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12284,,,,jake_danner@fws.gov,5/20/2020 3:24:51 PM,jake_danner@fws.gov,5/20/2020 3:24:51 PM
211741,7,FF07RKNA00,Kenai National Wildlife Refuge,Cynodontium tenellum,Cynodontium tenellum (Bruch & Schimp. in B.S.G.) Limpr.,547694,250607,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Cynodontium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11633,,,,jake_danner@fws.gov,5/20/2020 3:16:57 PM,jake_danner@fws.gov,5/20/2020 3:16:57 PM
211746,7,FF07RKNA00,Kenai National Wildlife Refuge,Dicranum pallidisetum,Dicranum pallidisetum (Bail. in Holz.) Irel.,547725,251507,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Dicranum,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12222,,,,jake_danner@fws.gov,5/20/2020 3:26:08 PM,jake_danner@fws.gov,5/20/2020 3:26:08 PM
211798,7,FF07RKNA00,Kenai National Wildlife Refuge,Isopterygiopsis muelleriana,Isopterygiopsis muelleriana (Schimp.) Iwats.,16342,71947,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Hypnaceae,Species,Isopterygiopsis,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11760,,,,jake_danner@fws.gov,5/20/2020 5:49:48 PM,jake_danner@fws.gov,5/20/2020 5:49:48 PM
211871,7,FF07RKNA00,Kenai National Wildlife Refuge,Paraleucobryum enerve,Paraleucobryum enerve (Thed. in Hartm.) Loeske,547951,251308,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Paraleucobryum,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:11615,,,,jake_danner@fws.gov,5/27/2020 11:02:35 AM,jake_danner@fws.gov,5/27/2020 11:02:35 AM
211907,7,FF07RKNA00,Kenai National Wildlife Refuge,Rhizomnium glabrescens,Rhizomnium glabrescens (Kindb.) T. Kop.,548075,253085,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Bryales,,Mniaceae,Species,Rhizomnium,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12327,,,,jake_danner@fws.gov,6/1/2020 10:50:01 AM,jake_danner@fws.gov,6/1/2020 10:50:01 AM
211943,7,FF07RKNA00,Kenai National Wildlife Refuge,Tritomaria exsectiformis,Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske,14828,54918,Plants,Non-vascular Plant,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,Lophoziaceae,Species,Tritomaria,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12174,,,,jake_danner@fws.gov,6/1/2020 11:46:29 AM,jake_danner@fws.gov,6/1/2020 11:46:29 AM
211926,7,FF07RKNA00,Kenai National Wildlife Refuge,Splachnum luteum,Splachnum luteum Hedw.,15870,64574,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Splachnales,,Splachnaceae,Species,Splachnum,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWRObs:Herb:373,,,,jake_danner@fws.gov,6/1/2020 11:17:10 AM,jake_danner@fws.gov,6/1/2020 11:17:10 AM
211934,7,FF07RKNA00,Kenai National Wildlife Refuge,Tetraplodon angustatus,Tetraplodon angustatus (Hedw.) Bruch & Schimp. in B.S.G.,15868,64551,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Splachnales,,Splachnaceae,Species,Tetraplodon,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12128,,,,jake_danner@fws.gov,6/1/2020 11:31:00 AM,jake_danner@fws.gov,6/1/2020 11:31:00 AM
211939,7,FF07RKNA00,Kenai National Wildlife Refuge,Tomentypnum nitens,Tomentypnum nitens (Hedw.) Loeske,548133,254027,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Brachytheciaceae,Species,Tomentypnum,,,Present,,,,,,,,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:12173,,,,jake_danner@fws.gov,6/1/2020 11:39:58 AM,jake_danner@fws.gov,6/1/2020 11:39:58 AM
179133,7,FF07RKNA00,Kenai National Wildlife Refuge,Myrica,Myrica L.,19260,96162,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Fagales,,Myricaceae,Genus,Myrica,,96139,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:07:40 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:07:42 AM
173707,7,FF07RKNA00,Kenai National Wildlife Refuge,Hylocomium,Hylocomium Schimp. in B.S.G.,16374,64193,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Hylocomiaceae,Genus,Hylocomium,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:46 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:46 AM
173708,7,FF07RKNA00,Kenai National Wildlife Refuge,Rhytidiadelphus,Rhytidiadelphus (Lindb. ex Limpr.) Warnst.,16382,64282,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Hylocomiaceae,Genus,Rhytidiadelphus,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:46 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:47 AM
173719,7,FF07RKNA00,Kenai National Wildlife Refuge,Orthotrichum,Orthotrichum Hedw.,15880,65891,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Orthotrichales,,Orthotrichaceae,Genus,Orthotrichum,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:51 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:52 AM
173720,7,FF07RKNA00,Kenai National Wildlife Refuge,Orthotrichum obtusifolium,Orthotrichum obtusifolium Brid.,15881,65902,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Orthotrichales,,Orthotrichaceae,Species,Orthotrichum,,253348,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:52 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:52 AM
173726,7,FF07RKNA00,Kenai National Wildlife Refuge,Hypnales,Hypnales,16121,66096,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,,Order,,,"157867, 66085",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:54 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:55 AM
173729,7,FF07RKNA00,Kenai National Wildlife Refuge,Thuidium,Thuidium Schimp. in B.S.G.,16123,66118,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Thuidiaceae,Genus,Thuidium,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:55 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:56 AM
173732,7,FF07RKNA00,Kenai National Wildlife Refuge,Orthotrichum rupestre,Orthotrichum rupestre Schleich. ex Schwaegr.,15886,66761,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Orthotrichales,,Orthotrichaceae,Species,Orthotrichum,,"253419, 257551, 257553",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:22:57 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:22:58 AM
173752,7,FF07RKNA00,Kenai National Wildlife Refuge,Pohlia nutans,Pohlia nutans (Hedw.) Lindb.,16006,67793,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Bryales,,Bryaceae,Species,Pohlia,pohlia moss,"253954, 255352, 255354",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:23:05 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:23:06 AM
177338,7,FF07RKNA00,Kenai National Wildlife Refuge,Luzula parviflora,Luzula parviflora (Ehrh.) Desv.,39347,144395,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Juncaceae,Species,Luzula,Smallflowered woodrush,"183026, 183077",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,"http://arctos.database.museum/guid/KNWR:Herb:1474, http://arctos.database.museum/guid/KNWR:Herb:592, http://arctos.database.museum/guid/KNWR:Herb:623, http://arctos.database.museum/guid/KNWR:Herb:662",,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:40 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:43 AM
