USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_LOCALITY,VERBATIM_DATE,PARTDETAIL,DEC_LAT,DEC_LONG
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11063","Bimastos rubidus","6","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, vicinity of Slikok watershed project site MG32","Soldotna, forest 1km south of Headquarters Lake, vicinity of Slikok watershed project site MG32","7/29/2016","[{""ID"":""26451187"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""being processed"",""CD"":""condition not assessed"",""BC"":""UAM100185765"",""CP"":""[ KNWRC0 ] Kenai National Wildlife Refuge (institution):[ KNWRC1 ] Biology Laboratory (room):[ KNWRC175 ] KNWRC175 (freezer):[ KNWRC3331 ] KNWRC3331 (unit tray):[ UAM100185765 ] UAM100185765 (tag)"",""RK"":"""",""PA"":[]}]","60.4452000000","-151.0597800000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11010","Arthropoda","12","United States","Alaska","Soldotna, forest 720km southeast of Headquarters Lake, Slikok watershed project site MG21, west half of plot","USA: Alaska, Soldotna, forest 720km southeast of Headquarters Lake, Slikok watershed project site MG21, west half of plot","7/20/2016","[{""ID"":""26060784"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""being processed"",""CD"":""condition not assessed"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","60.4539566800","-151.0499684000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10973","Arthropoda","12","United States","Alaska","Soldotna, forest 610m southweast of Nordic Lake, Slikok watershed project site SK22, west half of plot","USA: Alaska, Soldotna, forest 610m southweast of Nordic Lake, Slikok watershed project site SK22, west half of plot","8/9/2016","[{""ID"":""26060710"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185710"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3521 ] KNWRC3521 (bag):[ UAM100185710 ] UAM100185710 (tag)"",""RK"":"""",""PA"":[]}]","60.4413472900","-151.0876126000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11049","Dendrobaena octaedra","4","United States","Alaska","Soldotna, forest 940m southeast of Headquarters Lake, vicinity of Slikok watershed project site SK17","Soldotna, forest 940m southeast of Headquarters Lake, vicinity of Slikok watershed project site SK17","7/20/2016","[{""ID"":""26441086"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""being processed"",""CD"":""condition not assessed"",""BC"":""UAM100185774"",""CP"":""[ KNWRC0 ] Kenai National Wildlife Refuge (institution):[ KNWRC1 ] Biology Laboratory (room):[ KNWRC175 ] KNWRC175 (freezer):[ KNWRC3331 ] KNWRC3331 (unit tray):[ UAM100185774 ] UAM100185774 (tag)"",""RK"":"""",""PA"":[]}]","60.4495900000","-151.0502500000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10938","Arthropoda","12","United States","Alaska","Soldotna, forest 600m south-southeast of Headquarters Lake, Slikok watershed project site MG26, east half of plot","USA: Alaska, Soldotna, forest 600m south-southeast of Headquarters Lake, Slikok watershed project site MG26, east half of plot","6/15/2016","[{""ID"":""25962004"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185633"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3530 ] KNWRC3530 (box):[ KNWRC3381 ] KNWRC3381 (bag):[ UAM100185633 ] UAM100185633 (tag)"",""RK"":"""",""PA"":[]}]","60.4496887900","-151.0594831000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10939","Arthropoda","12","United States","Alaska","Soldotna, forest 600m south-southeast of Headquarters Lake, Slikok watershed project site MG26, west half of plot","USA: Alaska, Soldotna, forest 600m south-southeast of Headquarters Lake, Slikok watershed project site MG26, west half of plot","6/15/2016","[{""ID"":""25962006"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""being processed"",""CD"":""condition not assessed"",""BC"":""UAM100185648"",""CP"":""[ KNWRC0 ] Kenai National Wildlife Refuge (institution):[ KNWRC1 ] Biology Laboratory (room):[ KNWRC175 ] KNWRC175 (freezer):[ KNWRC3375 ] KNWRC3375 (unit tray):[ UAM100185648 ] UAM100185648 (tag)"",""RK"":"""",""PA"":[]}]","60.4496887900","-151.0594831000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10881","Arthropoda","12","United States","Alaska","Soldotna, forest 1.5km south of Headquarters Lake, Slikok watershed project site MG39, east half of plot","USA: Alaska, Soldotna, forest 1.5km south of Headquarters Lake, Slikok watershed project site MG39, east half of plot","6/15/2016","[{""ID"":""25961890"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185668"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3530 ] KNWRC3530 (box):[ KNWRC3380 ] KNWRC3380 (bag):[ UAM100185668 ] UAM100185668 (tag)"",""RK"":"""",""PA"":[]}]","60.4407565800","-151.0602901000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10960","Arthropoda","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","7/19/2016","[{""ID"":""26060683"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185692"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3517 ] KNWRC3517 (bag):[ UAM100185692 ] UAM100185692 (tag)"",""RK"":"""",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10888","Arthropoda","12","United States","Alaska","Soldotna, wetland 490m south of Headquarters Lake, Slikok watershed project site SK16, west half of plot","USA: Alaska, Soldotna, wetland 490m south of Headquarters Lake, Slikok watershed project site SK16, west half of plot","6/16/2016","[{""ID"":""25961904"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185684"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3530 ] KNWRC3530 (box):[ KNWRC3380 ] KNWRC3380 (bag):[ UAM100185684 ] UAM100185684 (tag)"",""RK"":"""",""PA"":[]}]","60.4498863600","-151.0685930000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10962","Arthropoda","12","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","7/19/2016","[{""ID"":""26060688"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185704"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3517 ] KNWRC3517 (bag):[ UAM100185704 ] UAM100185704 (tag)"",""RK"":"""",""PA"":[]}]","60.4673548800","-151.0487529000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10895","Arthropoda","12","United States","Alaska","Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, east half of plot","USA: Alaska, Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, east half of plot","6/15/2016","[{""ID"":""25961918"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185654"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3529 ] KNWRC3529 (box):[ KNWRC3385 ] KNWRC3385 (bag):[ UAM100185654 ] UAM100185654 (tag)"",""RK"":"""",""PA"":[]}]","60.4405584500","-151.0511828000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10964","Arthropoda","12","United States","Alaska","Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","7/22/2016","[{""ID"":""26060692"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185695"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3517 ] KNWRC3517 (bag):[ UAM100185695 ] UAM100185695 (tag)"",""RK"":"""",""PA"":[]}]","60.4592120300","-151.0860131000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10982","Arthropoda","12","United States","Alaska","Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","USA: Alaska, Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","8/10/2016","[{""ID"":""26060728"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185741"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3529 ] KNWRC3529 (box):[ KNWRC3376 ] KNWRC3376 (bag):[ UAM100185741 ] UAM100185741 (tag)"",""RK"":"""",""PA"":[]}]","60.4638740100","-151.0947269000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10867","Arthropoda","12","United States","Alaska","Soldotna, forest 180m south-southeast of Nordic Lake, Slikok watershed project site MG30, east half of plot","USA: Alaska, Soldotna, forest 180m south-southeast of Nordic Lake, Slikok watershed project site MG30, east half of plot","6/16/2016","[{""ID"":""25961862"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185652"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3529 ] KNWRC3529 (box):[ KNWRC3384 ] KNWRC3384 (bag):[ UAM100185652 ] UAM100185652 (tag)"",""RK"":"""",""PA"":[]}]","60.4456171600","-151.0781040000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11008","Arthropoda","12","United States","Alaska","Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","USA: Alaska, Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","7/20/2016","[{""ID"":""26060780"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185748"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3529 ] KNWRC3529 (box):[ KNWRC3377 ] KNWRC3377 (bag):[ UAM100185748 ] UAM100185748 (tag)"",""RK"":"""",""PA"":[]}]","60.4541548900","-151.0590794000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10873","Arthropoda","12","United States","Alaska","Soldotna, forest 1.3km southeast of Headquarters Lake, Slikok watershed project site MG33, east half of plot","USA: Alaska, Soldotna, forest 1.3km southeast of Headquarters Lake, Slikok watershed project site MG33, east half of plot","6/16/2016","[{""ID"":""25961874"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185660"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3530 ] KNWRC3530 (box):[ KNWRC3380 ] KNWRC3380 (bag):[ UAM100185660 ] UAM100185660 (tag)"",""RK"":"""",""PA"":[]}]","60.4450245300","-151.0507781000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10952","Arthropoda","12","United States","Alaska","Soldotna, forest between Raven Ridge Trail and Central Peninsula landfill, Slikok watershed project site MG35, east half of plot","USA: Alaska, Soldotna, forest between Raven Ridge Trail and Central Peninsula landfill, Slikok watershed project site MG35, east half of plot","7/26/2016","[{""ID"":""26060667"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185746"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3379 ] KNWRC3379 (bag):[ UAM100185746 ] UAM100185746 (tag)"",""RK"":"""",""PA"":[]}]","60.4415429700","-151.0967203000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11061","Bimastos rubidus","7","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, vicinity of Slikok watershed project site SK04","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, vicinity of Slikok watershed project site SK04","7/19/2016","[{""ID"":""26451000"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""BOLD-0DIXQCVN5"",""CP"":""[ KNWRC3367 ] University of Guelph (institution):[ KNWRC3525 ] KNWRC3525 (box):[ BOLD-0DIXQCVN5 ] BOLD-VN5 (vial)"",""RK"":"""",""PA"":[]}]","60.4673200000","-151.0486000000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11033","Dendrobaena octaedra","3","United States","Alaska","Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, vicinity of Slikok watershed project site MG04","Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, vicinity of Slikok watershed project site MG04","8/10/2016","[{""ID"":""26441054"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""2"",""DP"":""in collection"",""CD"":""good"",""BC"":""UAM100185760"",""CP"":""[ KNWRC0 ] Kenai National Wildlife Refuge (institution):[ KNWRC1 ] Biology Laboratory (room):[ KNWRC175 ] KNWRC175 (freezer):[ KNWRC3331 ] KNWRC3331 (unit tray):[ UAM100185760 ] UAM100185760 (tag)"",""RK"":"""",""PA"":[]},{""ID"":""26450618"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""good"",""BC"":""BOLD-0154OZ2F2"",""CP"":""[ KNWRC3367 ] University of Guelph (institution):[ KNWRC3525 ] KNWRC3525 (box):[ BOLD-0154OZ2F2 ] BOLD-2F2 (vial)"",""RK"":""1"",""PA"":[]}]","60.4638800000","-151.0948900000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11038","Dendrobaena octaedra","6","United States","Alaska","Soldotna, forest 380m southeast of Arc Lake, vicinity of Slikok watershed project site MG28","Soldotna, forest 380m southeast of Arc Lake, vicinity of Slikok watershed project site MG28","8/9/2016","[{""ID"":""26441064"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""9"",""DP"":""being processed"",""CD"":""condition not assessed"",""BC"":""UAM100185772"",""CP"":""[ KNWRC0 ] Kenai National Wildlife Refuge (institution):[ KNWRC1 ] Biology Laboratory (room):[ KNWRC175 ] KNWRC175 (freezer):[ KNWRC3331 ] KNWRC3331 (unit tray):[ UAM100185772 ] UAM100185772 (tag)"",""RK"":"""",""PA"":[]}]","60.4459400000","-151.0962400000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:11067","Enchytraeidae sp. BOLD:ADF0623","4","United States","Alaska","Soldotna, forest 940m southeast of Headquarters Lake, vicinity of Slikok watershed project site SK17","Soldotna, forest 940m southeast of Headquarters Lake, vicinity of Slikok watershed project site SK17","7/20/2016","[{""ID"":""26451196"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""BOLD-0DKM9TRJ7"",""CP"":""[ KNWRC3367 ] University of Guelph (institution):[ KNWRC3525 ] KNWRC3525 (box):[ BOLD-0DKM9TRJ7 ] BOLD-RJ7 (vial)"",""RK"":"""",""PA"":[]}]","60.4495900000","-151.0502500000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10913","Arthropoda","12","United States","Alaska","Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","USA: Alaska, Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","6/14/2016","[{""ID"":""25961954"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185628"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3529 ] KNWRC3529 (box):[ KNWRC3386 ] KNWRC3386 (bag):[ UAM100185628 ] UAM100185628 (tag)"",""RK"":"""",""PA"":[]}]","60.4630870800","-151.0582717000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10961","Arthropoda","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","7/19/2016","[{""ID"":""26060686"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185693"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3527 ] KNWRC3527 (box):[ KNWRC3517 ] KNWRC3517 (bag):[ UAM100185693 ] UAM100185693 (tag)"",""RK"":"""",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/publicdomain/zero/1.0/","KNWR:Ento:10928","Arthropoda","12","United States","Alaska","Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","USA: Alaska, Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","6/16/2016","[{""ID"":""25961984"",""SF"":"""",""PN"":""whole organism (fluid-preserved)"",""LC"":""1"",""DP"":""on loan"",""CD"":""condition not assessed"",""BC"":""UAM100185643"",""CP"":""[ KNWRC3361 ] Research and Testing Laboratory (institution):[ KNWRC3530 ] KNWRC3530 (box):[ KNWRC3382 ] KNWRC3382 (bag):[ UAM100185643 ] UAM100185643 (tag)"",""RK"":"""",""PA"":[]}]","60.4543524900","-151.0681905000"
